MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
56076,11/17/2004,12/30/2004,Male,5,zhuhai,guangdong,CN,40.0,3/31/2014,69,39524,20898.0,27586.0,92179,3/15/2014,17,9.75,46,4,0.615404159,73523,35
10510,6/1/2011,6/24/2011,Male,6,guangzhou,guangdong,CN,32.0,3/31/2014,68,55618,16336.0,40130.0,69358,3/8/2014,24,7.895522388,55,2,0.8177601720000001,62534,7
653,4/25/2006,4/25/2006,Male,4,shenzhen,guangdong,CN,36.0,3/31/2014,45,51739,30561.0,15758.0,74402,3/20/2014,12,16.15909091,66,6,0.7622874390000001,57790,19
29082,1/28/2005,7/13/2005,Male,5,shenzhen,guangdong,CN,77.0,3/31/2014,24,52067,15195.0,28318.0,39737,1/14/2014,78,28.13043478,131,3,1.427256713,53561,3
53298,8/6/2009,8/6/2009,Male,5,wulumuqi,xinjiang,CN,42.0,3/31/2014,56,47853,14175.0,29819.0,85000,3/21/2014,11,12.27272727,106,0,0.666922235,50016,0
45689,4/13/2006,4/13/2006,Male,5,guangzhou,guangdong,CN,48.0,3/31/2014,57,47647,20661.0,34465.0,83433,3/12/2014,20,12.23214286,70,0,0.679352175,49928,0
51247,7/9/2012,7/9/2012,Male,6,changchunshi,jilinsheng,CN,33.0,3/31/2014,48,49944,9174.0,27956.0,74967,3/27/2014,5,13.34042553,121,4,0.75562074,53945,5
5848,6/2/2012,6/4/2012,Male,6,shenzhen,guangdong,CN,54.0,3/31/2014,32,49479,10515.0,32469.0,48252,3/9/2014,23,20.77419355,80,0,1.173499337,50673,0
38677,9/8/2007,5/14/2008,Male,5,guangzhou,guangdong,CN,,3/31/2014,51,51045,22462.0,29532.0,77156,3/29/2014,3,14.32,106,1,0.733756545,54167,2
12151,3/30/2008,7/18/2008,Male,6,nanjing,jiangsu,CN,52.0,3/31/2014,25,52800,21000.0,23863.0,43886,2/4/2014,57,27.25,88,3,1.289499613,53146,3
29085,1/29/2005,3/26/2005,Female,5,zhuhai,guangdong,CN,50.0,3/31/2014,39,53290,16380.0,36524.0,62937,3/28/2014,4,18.78947368,157,5,0.899042217,56672,8
29355,10/24/2005,12/10/2005,Male,4,wulumuqi,xinjiang,CN,54.0,3/31/2014,35,49113,18757.0,24321.0,92839,3/9/2014,23,20.79411765,91,1,0.609367723,49113,1
145,10/19/2010,10/19/2010,Male,6,guangzhou,guangdong,CN,38.0,3/31/2014,96,48787,22120.0,37987.0,81229,3/31/2014,1,7.115789474,39,2,0.6964122420000001,55040,9
29239,7/14/2005,8/30/2005,Male,4,guangzhou,guangdong,CN,51.0,3/31/2014,46,48242,37379.0,12357.0,80667,3/11/2014,21,15.71111111,87,0,0.7012313590000001,65742,2
22657,4/9/2010,4/17/2010,Male,6,shantou,guangdong,CN,57.0,3/31/2014,73,57444,21453.0,41073.0,74367,3/29/2014,3,9.763888889,67,0,0.760014926,67684,2
16965,3/1/2011,3/1/2011,Male,6,.,beijing,CN,46.0,3/31/2014,72,51192,23628.0,29309.0,68331,3/14/2014,18,9.957746478999999,40,3,0.827066485,61826,8
58013,1/2/2009,10/30/2011,Male,4,jilin,jilin,CN,56.0,3/31/2014,58,50322,39516.0,15313.0,64221,11/7/2013,146,9.263157895,75,3,0.8799842729999999,56791,4
56168,3/10/2005,3/10/2005,Male,6,zhuhai,guangdong,CN,55.0,3/31/2014,44,42425,15594.0,33685.0,85760,3/12/2014,20,14.11627907,54,0,0.658901819,173209,31
47091,11/25/2004,3/16/2005,Male,6,huizhoushi,guangdongsheng,CN,43.0,3/31/2014,45,37758,30173.0,17983.0,86458,3/31/2014,1,16.40909091,60,10,0.6533965620000001,78459,45
21271,5/1/2008,3/20/2011,Male,5,guangzhou,guangdong,CN,47.0,3/31/2014,66,48866,12176.0,41572.0,82541,3/13/2014,19,6.876923077000001,63,0,0.68432585,57312,2
36017,8/20/2006,5/16/2007,Male,5,beijing,beijing,CN,39.0,3/31/2014,42,45414,17003.0,31172.0,79751,2/25/2014,36,15.48780488,86,3,0.7081476090000001,57919,27
12225,5/11/2010,5/12/2010,Male,5,,beijing,CN,36.0,3/31/2014,59,49574,34336.0,18781.0,80298,3/16/2014,16,12.27586207,86,2,0.703297965,51463,7
43645,10/8/2010,10/27/2010,Male,4,changchun,jilin,CN,57.0,3/31/2014,51,37315,32797.0,34203.0,81263,2/28/2014,33,13.9,80,2,0.694876512,37315,2
48362,10/9/2008,10/9/2008,Male,5,shenzhen,guangdong,CN,49.0,3/31/2014,39,52000,19533.0,26442.0,66327,3/18/2014,14,18.42105263,87,1,0.85130128,56704,3
7947,11/9/2005,11/9/2005,Male,5,shenyangshi,liaoningsheng,CN,49.0,3/31/2014,31,50287,26580.0,18158.0,38651,3/20/2014,12,23.86666667,116,7,1.4606835530000002,52577,9
9877,11/1/2006,11/2/2006,Male,5,guangzhou,guangdong,CN,41.0,3/31/2014,60,51583,21998.0,30536.0,84179,3/26/2014,6,12.10169492,85,7,0.670326922,53583,10
34543,8/10/2009,9/7/2009,Male,5,shenyang,liaoning,CN,42.0,3/31/2014,45,52682,16932.0,5023.0,69685,9/27/2013,187,11.34090909,56,0,0.809556576,53445,2
4654,8/18/2010,8/19/2010,Male,4,shanghai,shanghai,CN,41.0,3/31/2014,62,48676,3500.0,6901.0,63825,3/23/2014,9,11.55737705,44,8,0.8836951040000001,51385,9
16386,2/5/2013,2/5/2013,Male,4,akesu,xinjiang,CN,48.0,3/31/2014,44,47727,2240.0,29614.0,68508,3/3/2014,29,9.11627907,56,2,0.822996438,56567,4
62934,1/18/2006,1/18/2006,Male,5,dalian,liaoning,CN,48.0,3/31/2014,64,49892,16292.0,27860.0,65406,3/26/2014,6,11.46031746,71,0,0.861653518,57341,2
22346,9/16/2009,11/2/2009,Male,5,guangzhou,guangdong,CN,42.0,3/31/2014,53,50808,26187.0,24780.0,75672,3/31/2014,1,13.96153846,75,2,0.74474178,53176,2
46448,2/6/2010,2/9/2010,Male,5,dalianshi,liaoning,CN,31.0,3/31/2014,59,45287,15086.0,37424.0,75046,3/17/2014,15,11.13793103,95,2,0.750699837,52929,6
12430,6/28/2008,6/28/2008,Male,4,guangzhou,guangdong,CN,43.0,3/31/2014,44,46086,17698.0,26536.0,88633,3/30/2014,2,16.95348837,67,7,0.635538005,46086,8
28053,1/17/2007,11/26/2008,Male,5,shanghai,shanghai,CN,39.0,3/31/2014,63,49394,29086.0,17603.0,82031,3/23/2014,9,11.4516129,59,6,0.6864893759999999,54434,14
19687,6/27/2011,7/18/2011,Male,4,guangzhou,guangdong,CN,34.0,3/31/2014,28,51375,28223.0,14165.0,78729,2/6/2014,55,24.85185185,122,0,0.715280646,51375,0
26706,3/10/2009,8/4/2009,Male,5,shenyang,liaoning,CN,44.0,3/31/2014,55,49133,25309.0,24396.0,69808,3/30/2014,2,13.5,83,0,0.806595233,50353,0
58728,7/28/2010,7/28/2010,Male,5,ICHI CAWA CITY,CHIBA,JP,66.0,3/31/2014,43,36275,39513.0,24310.0,74894,3/24/2014,8,16.85714286,61,2,0.751682244,38534,2
53719,9/22/2006,7/2/2007,Male,5,dalian,liaoning,CN,47.0,3/31/2014,97,44373,29774.0,29576.0,82733,3/31/2014,1,7.489583333,38,1,0.6804539909999999,53809,6
29386,11/30/2005,11/28/2006,Male,5,beijing,beijing,CN,52.0,3/31/2014,16,57375,3580.0,51860.0,61636,3/5/2014,27,46.13333333,232,1,0.913205432,77541,9
19530,2/13/2010,3/11/2010,Male,5,atushi,xinjiang,CN,50.0,3/31/2014,65,43360,18393.0,21830.0,100156,3/11/2014,21,10.796875,54,0,0.561892348,47628,2
5628,4/1/2012,9/16/2012,Male,4,ROSEMEAD,CA,US,50.0,3/31/2014,6,34892,10650.0,8700.0,73392,10/21/2013,163,80.0,190,0,0.7666666670000001,34892,0
49972,10/18/2010,10/18/2010,Male,5,guangzhou,guangdong,CN,30.0,3/31/2014,74,48435,19697.0,37123.0,72093,3/28/2014,4,9.849315068,106,8,0.7804754970000001,63888,87
13213,9/19/2009,10/1/2009,Male,5,shenzhen,guangdong,CN,50.0,3/31/2014,44,48574,16325.0,22916.0,61371,3/31/2014,1,16.48837209,89,2,0.9168209740000001,51641,3
48811,1/28/2009,8/25/2010,Male,5,wulumuqi,xinjiang,CN,51.0,3/31/2014,18,60624,7221.0,38016.0,46690,3/20/2014,12,42.17647059,279,0,1.204624545,75804,5
13901,11/24/2010,11/24/2010,Male,6,zhanjiang,guangdong,CN,42.0,3/31/2014,61,56106,7899.0,48648.0,71268,3/20/2014,12,11.55,187,0,0.789186732,63299,1
10181,6/15/2007,4/2/2008,Male,4,shenzhen,guangdong,CN,53.0,3/31/2014,61,43960,21083.0,14904.0,83349,3/14/2014,18,11.65,81,5,0.674546305,45633,6
28160,3/25/2007,11/25/2008,Male,6,wuhan,hubei,CN,77.0,3/31/2014,48,53915,26960.0,26747.0,51733,3/29/2014,3,15.4893617,99,0,1.086691474,61084,3
48298,9/7/2009,9/7/2009,Female,5,yueyang,hunan,CN,42.0,3/31/2014,39,58436,17553.0,47317.0,61168,3/5/2014,27,18.39473684,88,5,0.91878564,84640,11
4280,10/30/2009,10/30/2009,Male,4,beijing,beijing,CN,45.0,3/31/2014,29,46217,26607.0,14057.0,67347,12/14/2013,109,21.0,110,0,0.834418311,46217,0
13625,4/19/2010,4/19/2010,Male,4,guangzhou,guangdongsheng,CN,44.0,3/31/2014,40,51704,32492.0,17164.0,71180,2014/2/29  0:00:00,32,17.64102564,97,0,0.78941964,71006,23
41040,4/1/2011,4/1/2011,Male,6,wuhan,hubei,CN,40.0,3/31/2014,69,54510,17819.0,36792.0,71466,3/26/2014,6,10.41176471,117,3,0.786237092,58579,5
55076,12/21/2006,3/8/2009,Male,5,guangzhoushi,guangdong,CN,36.0,3/31/2014,56,46421,33390.0,19511.0,78490,1/24/2014,68,11.96363636,59,4,0.7158533570000001,46675,7
28554,6/2/2011,10/13/2011,Male,5,guangzhou,guangdong,CN,37.0,3/31/2014,47,45162,18655.0,31826.0,76300,3/24/2014,8,15.41304348,86,0,0.736197903,49470,4
33649,8/9/2012,8/9/2012,Male,4,beijing,beijing,CN,42.0,3/31/2014,46,41861,12825.0,33604.0,95433,1/27/2014,65,11.91111111,83,0,0.588578374,41861,0
52751,4/1/2010,5/26/2010,Male,5,nanning,guangxi,CN,45.0,3/31/2014,56,49640,23043.0,29232.0,66389,3/18/2014,14,12.67272727,66,0,0.8460531109999999,52331,0
26994,6/28/2006,11/19/2006,Male,4,wulumuqi,xinjiang,CN,59.0,3/31/2014,31,51554,11617.0,31951.0,75246,3/31/2014,1,23.46666667,92,0,0.745776785,51554,0
54864,8/1/2006,1/25/2010,Male,5,guangzhou,guangdong,CN,38.0,3/31/2014,15,51879,29400.0,14852.0,80603,3/27/2014,5,48.28571429,326,1,0.696142575,61879,2
8646,9/22/2007,9/22/2007,Male,5,shenyang,liaoning,CN,54.0,3/31/2014,51,46078,24734.0,26023.0,70932,3/30/2014,2,14.42,63,0,0.7908898659999999,48651,0
57934,3/1/2009,3/3/2009,Male,5,.,beijing,CN,36.0,3/31/2014,70,54132,34081.0,19785.0,59909,3/25/2014,7,10.43478261,79,1,0.936210085,57471,4
11420,3/17/2008,3/24/2008,Male,5,guangzhou,guangdong,CN,46.0,3/31/2014,72,48147,31850.0,23556.0,75203,2/13/2014,48,9.464788732,62,5,0.745592995,82785,18
28149,3/17/2007,7/19/2008,Male,4,LAE,MOROBE,GN,63.0,3/31/2014,36,48692,17799.0,23354.0,80368,3/21/2014,11,20.57142857,208,0,0.6974686440000001,48692,0
54251,1/13/2011,1/26/2012,Female,4,guangzhou,guangdong,CN,31.0,3/31/2014,63,52070,30651.0,26730.0,69106,3/31/2014,1,11.37096774,47,1,0.810884583,67097,29
3437,6/20/2008,2/17/2011,Male,5,gongyi,henan,CN,43.0,3/31/2014,85,52416,22130.0,32478.0,62227,3/27/2014,5,8.357142857000001,82,0,0.900294406,59526,2
46213,5/9/2007,8/16/2007,Male,5,guangzhou,guangdong,CN,36.0,3/31/2014,72,43171,26488.0,29579.0,79481,3/31/2014,1,10.15492958,37,7,0.7048075640000001,51758,39
51269,5/1/2012,5/1/2012,Male,4,jilinshi,jilinsheng,CN,51.0,3/31/2014,30,39502,45107.0,2291.0,79478,6/18/2013,288,14.24137931,123,0,0.7046278220000001,39502,0
4750,10/15/2012,10/16/2012,Female,6,shishi,fujian,CN,26.0,3/31/2014,76,34960,7400.0,35100.0,106400,3/28/2014,4,7.053333332999999,62,0,0.526315789,48750,1
38352,4/16/2007,4/16/2007,Male,5,guangzhou,guangdong,CN,53.0,3/31/2014,21,54234,42905.0,7153.0,39508,4/13/2013,354,16.95,86,1,1.4171977830000002,54234,1
38188,6/2/2005,6/19/2005,Female,5,,,CN,40.0,3/31/2014,59,50139,9044.0,43265.0,80323,3/30/2014,2,8.310344828,76,0,0.6969155779999999,55796,1
26989,9/6/2006,9/6/2006,Male,5,chengdu,sichuan,CN,51.0,3/31/2014,56,47057,10696.0,21018.0,76547,3/29/2014,3,12.89090909,125,2,0.7312887509999999,60560,7
37617,11/17/2011,12/22/2011,Male,5,zhuzhou,hunan,CN,44.0,3/31/2014,50,46127,11863.0,33683.0,80994,3/24/2014,8,13.85714286,88,0,0.691065881,49424,0
24393,9/19/2012,9/28/2012,Male,6,shenzhen,guangdong,CN,38.0,3/31/2014,50,48924,9724.0,41783.0,83103,3/31/2014,1,11.2244898,54,3,0.673498189,54162,3
38052,2/3/2005,2/28/2005,Female,5,guangzhoushi,guangdongsheng,CN,57.0,3/31/2014,69,49792,24063.0,32001.0,76532,3/21/2014,11,10.51470588,43,9,0.73099919,53225,11
4842,10/22/2011,10/22/2011,Male,4,guangzhou,guangdong,CN,49.0,3/31/2014,54,51026,54398.0,0.0,79160,2/13/2013,413,5.981132075,40,0,0.7060800909999999,51026,1
62002,12/31/2011,12/31/2011,Male,6,anshan,liaoning,CN,52.0,3/31/2014,58,50067,19240.0,31425.0,62719,3/13/2014,19,12.12280702,60,0,0.891100783,55979,2
54821,7/14/2006,7/17/2006,Female,5,guangzhou,guangdong,CN,35.0,3/31/2014,51,56120,18858.0,34350.0,73629,3/31/2014,1,12.7,96,4,0.7586946720000001,69578,33
53145,10/1/2011,10/1/2011,Male,5,changchunshi,jilin,CN,41.0,3/31/2014,61,50732,25657.0,24186.0,69082,3/23/2014,9,11.9,63,4,0.808590805,53161,4
62631,10/4/2006,10/4/2006,Male,5,,,SG,47.0,3/31/2014,50,51853,28471.0,24454.0,55778,3/19/2014,13,14.30612245,47,0,1.000959697,56403,1
7524,5/19/2010,5/19/2010,Male,4,guangzhou,guangdong,CN,40.0,3/31/2014,47,46252,21314.0,28688.0,72918,2/27/2014,34,14.65217391,89,0,0.765313366,48196,2
5593,11/15/2011,11/15/2011,Female,4,guangzhou,guangdong,CN,40.0,3/31/2014,8,39744,20558.0,0.0,85808,2/21/2013,405,45.57142857,94,0,0.6502144320000001,39744,0
38666,9/11/2007,11/7/2007,Male,6,guangzhou,guangdong,CN,48.0,3/31/2014,72,42896,34821.0,19578.0,80691,3/23/2014,9,10.15492958,34,4,0.6914398140000001,46704,8
15116,1/2/2012,1/2/2012,Male,5,,,CN,41.0,3/31/2014,70,44447,17102.0,37060.0,85144,3/28/2014,4,10.53623188,46,0,0.654763812,51766,1
34767,9/20/2010,9/20/2010,Male,5,shanghai,shanghai,CN,32.0,3/31/2014,64,50188,20119.0,18325.0,72112,3/27/2014,5,11.42857143,69,7,0.77303722,52388,7
53533,3/29/2006,3/29/2006,Male,5,shenyang,liaoning,CN,42.0,3/31/2014,49,40096,20068.0,26680.0,91281,3/28/2014,4,14.64583333,62,0,0.610603192,46892,13
25990,5/14/2011,5/14/2011,Male,5,shanghaishi,shanghai,CN,33.0,3/31/2014,34,51035,0.0,18278.0,50289,3/10/2014,22,21.15151515,83,0,1.107902722,58122,10
28677,2/19/2012,2/19/2012,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,38,55768,10253.0,38125.0,63860,3/7/2014,25,14.13513514,71,0,0.8721916690000001,61159,14
45890,9/16/2006,4/13/2007,Male,4,,,NL,47.0,3/31/2014,21,37250,21457.0,9904.0,78418,3/8/2014,24,32.9,135,0,0.710221633,37250,0
51011,11/14/2012,11/14/2012,Male,5,zhongqingshi,zhongqing,CN,47.0,3/31/2014,64,45235,14173.0,36403.0,86513,3/15/2014,17,7.73015873,36,2,0.6437068420000001,52675,3
45818,6/22/2006,6/22/2006,Male,5,guangzhou,guangdong,CN,37.0,3/31/2014,77,43005,20523.0,25512.0,74127,3/31/2014,1,9.578947368,35,7,0.75117501,54266,27
40067,9/24/2009,9/24/2009,Male,6,guangzhou,guangdong,CN,65.0,3/31/2014,104,42931,36872.0,22235.0,84578,3/30/2014,2,7.038834951,31,4,0.658278039,50978,10
47783,9/22/2007,12/10/2007,Male,4,guangzhou,guangdong,CN,39.0,3/31/2014,44,50635,21760.0,26750.0,79843,3/26/2014,6,16.55813953,82,3,0.696777175,52451,4
49838,12/7/2010,12/7/2010,Male,4,wuhanshi,hubeisheng,CN,32.0,3/31/2014,83,50115,27364.0,23302.0,70100,1/25/2014,67,7.963414633999999,46,1,0.7932300999999999,57318,5
31130,8/7/2009,8/8/2009,Male,4,LANCESTER,PA,US,47.0,3/31/2014,6,50050,4224.0,20750.0,62468,1/1/2014,91,86.6,174,0,0.890073638,50050,0
54125,6/10/2007,6/10/2007,Male,6,guangzhou,guangdong,CN,36.0,3/31/2014,81,51937,26661.0,31695.0,75769,3/16/2014,16,8.7,70,0,0.733546437,139562,46
60638,6/20/2012,6/20/2012,Male,5,xining,qinghai,CN,47.0,3/31/2014,38,43366,14374.0,29189.0,60286,3/5/2014,27,16.86486486,59,0,0.921759447,46895,2
48508,8/9/2008,8/9/2008,Male,5,guangzhou,guangdong,CN,32.0,3/31/2014,71,38668,21611.0,29229.0,94420,3/9/2014,23,9.571428571,38,4,0.588499682,41892,8
47302,6/20/2005,8/7/2008,Female,4,guangzhou,guangdong,CN,54.0,3/31/2014,33,58735,22550.0,25568.0,64140,3/6/2014,26,21.90625,79,1,0.8662906140000001,58735,1
53740,6/11/2007,6/11/2007,Male,5,suzhou,jiangsu,CN,32.0,3/31/2014,54,48758,12490.0,11049.0,69289,2/28/2014,33,12.98113208,53,2,0.801744144,75254,28
34103,12/28/2012,12/31/2012,Male,4,PARIS,,FR,76.0,3/31/2014,9,62625,6800.0,30021.0,55777,2/2/2014,59,49.75,217,0,0.995776395,64283,0
47581,11/13/2006,11/13/2006,Male,4,beijing,beijing,CN,37.0,3/31/2014,43,51485,18974.0,30633.0,71266,3/31/2014,1,16.28571429,69,4,0.7789986809999999,51485,5
58954,11/7/2010,8/6/2012,Male,4,KAWAGUCHI-SHI,SAITAMA-KEN,JP,55.0,3/31/2014,47,60605,41601.0,19877.0,64549,2/12/2014,49,12.06521739,94,1,0.860040125,60605,1
13649,9/11/2010,9/11/2010,Male,5,shanghai,shanghai,CN,51.0,3/31/2014,28,50100,0.0,22954.0,37966,3/7/2014,25,25.74074074,145,0,1.462118738,51893,1
14106,3/19/2011,3/19/2011,Male,5,kuerle,xinjiang,CN,39.0,3/31/2014,42,54623,10360.0,27460.0,71691,3/15/2014,17,17.04878049,71,1,0.774258973,68390,4
8719,11/10/2008,11/10/2008,Male,5,changchun,jilin,CN,53.0,3/31/2014,58,51005,14267.0,36428.0,70720,3/23/2014,9,12.33333333,83,2,0.7847278,55400,3
20395,8/27/2005,1/8/2013,Male,6,guangzhou,guangdong,CN,52.0,3/31/2014,29,55449,4320.0,46748.0,40512,12/26/2013,97,12.57142857,63,0,1.369818325,66044,1
37430,5/17/2010,6/10/2010,Male,5,shanghai,shanghai,CN,40.0,3/31/2014,52,50166,31789.0,21579.0,69546,3/22/2014,10,13.35294118,61,1,0.79788701,50666,5
37075,3/5/2007,5/11/2007,Male,5,shenzhen,guangdong,CN,43.0,3/31/2014,63,46327,27331.0,26220.0,80760,3/30/2014,2,11.75806452,65,2,0.68665899,50120,7
16646,11/12/2005,11/12/2005,Male,6,beijing,beijing,CN,51.0,3/31/2014,78,47114,33630.0,25909.0,63841,3/25/2014,7,9.285714286000001,75,0,0.8683429140000001,47909,0
3698,8/6/2009,8/15/2009,Female,6,HK,HK,HK,52.0,3/31/2014,174,70834,72468.0,76349.0,68891,3/30/2014,2,4.213872832,40,0,0.8046627279999999,95884,2
23925,2/6/2012,2/6/2012,Female,5,shanghai,shanghai,CN,31.0,3/31/2014,67,48411,28011.0,24974.0,73322,3/22/2014,10,10.90909091,96,3,0.755922506,56186,7
52777,2/18/2010,2/22/2010,Male,4,dalian,liaoning,CN,44.0,3/31/2014,53,48728,37930.0,19762.0,70809,3/17/2014,15,13.55769231,78,8,0.782651358,122989,52
44794,6/6/2008,6/6/2008,Male,6,dalian,liaoning,CN,57.0,3/31/2014,71,42429,19182.0,28276.0,72608,3/27/2014,5,10.34285714,57,1,0.763069772,54523,2
53800,10/18/2008,10/18/2008,Male,4,shenyang,liaoning,CN,49.0,3/31/2014,41,42454,21390.0,15753.0,72573,3/30/2014,2,18.225,139,0,0.76296529,42454,0
17711,3/5/2006,3/5/2006,Male,6,,liaoning,CN,49.0,3/31/2014,52,54822,11837.0,16548.0,65494,3/26/2014,6,14.1372549,73,17,0.84519101,60088,19
36720,4/7/2006,9/6/2006,Male,4,guangzhou,guangdong,CN,39.0,3/31/2014,36,52669,33074.0,17060.0,60161,1/16/2014,76,17.4,120,4,0.9200920859999999,66169,6
24159,11/10/2011,11/10/2011,Male,4,hetian,xinjiang,CN,41.0,3/31/2014,50,44312,7589.0,17661.0,82644,3/14/2014,18,13.97959184,108,0,0.669776269,46762,0
39321,2/25/2010,2/26/2010,Female,4,beijing,beijing,CN,38.0,3/31/2014,39,52680,18226.0,32285.0,59983,2/3/2014,58,15.65789474,76,0,0.922404515,55218,1
45933,10/11/2006,4/1/2007,Male,6,.,beijing,CN,47.0,3/31/2014,21,53847,28110.0,19178.0,39984,2/5/2014,56,32.75,85,0,1.3836584630000002,58751,4
54738,5/10/2006,5/11/2006,Female,5,guangzhou,guangdong,CN,46.0,3/31/2014,47,49004,26321.0,22729.0,84222,3/20/2014,12,14.60869565,63,4,0.656885256,54067,21
1064,3/6/2007,11/30/2011,Male,6,shenzhen,guangdong,CN,43.0,3/31/2014,20,54677,18390.0,27988.0,43133,3/16/2014,16,30.68421053,99,1,1.2825847959999999,61757,5
2289,8/22/2005,10/30/2005,Male,5,,guangdongsheng,CN,35.0,3/31/2014,51,50134,22286.0,29022.0,77134,2/28/2014,33,13.96,102,1,0.71721018,53209,4
53604,3/1/2007,3/1/2007,Female,5,dalian,liaoning,CN,53.0,3/31/2014,53,48829,18958.0,20695.0,68853,3/31/2014,1,13.80769231,74,6,0.80343253,52612,8
23989,10/9/2012,10/9/2012,Male,5,NANTO-SHI,TOYAMA-KEN,JP,62.0,3/31/2014,49,32941,20972.0,49924.0,81236,3/31/2014,1,11.22916667,79,0,0.6809546259999999,35362,0
38298,10/18/2005,10/27/2005,Male,5,guangzhoushi,guangdong,CN,46.0,3/31/2014,50,46049,17515.0,31278.0,85464,2/24/2014,37,13.91836735,80,3,0.647232636,56067,10
38796,1/16/2008,1/24/2008,Male,5,beijing,beijing,CN,41.0,3/31/2014,32,52957,27418.0,24692.0,38568,3/25/2014,7,21.61290323,138,0,1.4333781890000001,56112,4
10993,11/25/2004,4/5/2005,Male,4,guangzhou,guangdong,CN,49.0,3/31/2014,30,47371,17222.0,23311.0,80091,2/22/2014,39,23.55172414,98,3,0.6901676840000001,47371,3
28259,6/20/2007,10/10/2011,Female,4,.,beijing,CN,32.0,3/31/2014,32,53641,27911.0,23180.0,39703,1/26/2014,66,20.64516129,85,4,1.392156512,54744,6
61072,11/21/2012,11/21/2012,Male,5,yudugongshi,riben,JP,51.0,3/31/2014,61,45858,6703.0,57462.0,87434,3/10/2014,22,7.916666667,50,3,0.632155683,57203,5
24509,3/7/2012,4/28/2012,Male,4,shanghai,shanghai,CN,47.0,3/31/2014,46,47450,0.0,16641.0,71424,3/23/2014,9,15.44444444,76,3,0.773761061,51490,4
35702,11/22/2007,11/22/2007,Male,6,changchun,jilin,CN,43.0,3/31/2014,72,46574,16193.0,34531.0,76714,3/29/2014,3,9.915492958,55,1,0.720287692,54367,3
29730,1/23/2008,4/14/2008,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,28,50988,33224.0,9920.0,39634,3/24/2014,8,26.48148148,220,11,1.3931301409999999,56183,18
26977,6/21/2006,6/22/2006,Male,5,wulumuqishi,xinjiang,CN,44.0,3/31/2014,30,42719,22259.0,19194.0,82401,3/29/2014,3,25.0,121,0,0.6699134720000001,43211,1
25692,3/25/2012,3/25/2012,Male,6,wenzhoushi,zhejiangsheng,CN,37.0,3/31/2014,39,52377,15827.0,31360.0,50287,3/27/2014,5,18.86842105,65,0,1.09740768,54143,1
29809,1/7/2008,12/23/2008,Male,4,shenzhen,guangdong,CN,58.0,3/31/2014,27,51225,22144.0,23198.0,41594,3/16/2014,16,25.84615385,122,0,1.326618262,52021,0
36699,5/1/2006,6/26/2006,Male,4,guiyang,guizhou,CN,52.0,3/31/2014,24,49353,27283.0,20036.0,39764,12/9/2013,114,23.17391304,70,2,1.3875231369999999,52667,3
50179,3/29/2011,6/12/2011,Male,4,guangzhou,guangdong,CN,52.0,3/31/2014,7,32564,7850.0,10700.0,85624,12/30/2013,93,98.16666667,259,0,0.644285714,32564,0
22671,3/18/2010,3/28/2010,Male,4,wulumuqi,xinjiang,CN,49.0,3/31/2014,30,41009,24269.0,19409.0,81736,3/27/2014,5,24.82758621,143,0,0.6749196190000001,41009,0
19320,5/15/2007,6/11/2007,Male,6,guangzhou,guangdong,CN,36.0,3/31/2014,46,49665,27398.0,24736.0,64070,3/26/2014,6,16.08888889,112,3,0.860966287,51661,3
56049,3/18/2013,7/28/2013,Male,4,Simi Valley,,US,54.0,3/31/2014,12,49121,0.0,26093.0,69857,3/23/2014,9,21.72727273,130,0,0.7894326979999999,51012,0
21055,1/18/2008,2/4/2008,Male,6,.,beijing,CN,71.0,3/31/2014,36,54702,34467.0,22048.0,38524,3/30/2014,2,20.28571429,115,0,1.431433133,58504,4
50335,6/8/2011,6/8/2011,Female,5,beijing,beijing,CN,56.0,3/31/2014,49,46372,24884.0,23222.0,91574,3/27/2014,5,15.04166667,63,2,0.602134012,47525,4
23511,3/19/2012,3/19/2012,Female,4,dalian,liaoning,CN,46.0,3/31/2014,66,46509,20002.0,26693.0,74480,3/16/2014,16,10.96923077,84,0,0.740179108,48373,2
31272,12/2/2009,3/4/2010,Male,5,shaoxingxian,zhejiangsheng,CN,37.0,3/31/2014,64,35900,26234.0,22361.0,104131,3/21/2014,11,11.07936508,46,0,0.52925853,68889,4
21852,1/31/2009,7/17/2009,Female,4,guangzhou,guangdong,CN,40.0,3/31/2014,42,50600,21618.0,27189.0,71762,3/26/2014,6,17.43902439,133,0,0.767894568,58484,12
53764,3/17/2006,3/17/2006,Male,6,beijing,beijing,CN,41.0,3/31/2014,62,51101,27910.0,27463.0,62432,3/27/2014,5,11.63934426,55,4,0.882587295,55072,8
44943,4/7/2006,3/27/2007,Male,4,wulumuqi,xinjiang,CN,52.0,3/31/2014,31,48688,17675.0,21741.0,67038,2/2/2014,59,21.9,89,0,0.8215737340000001,49188,1
